tourney_year_id;tourney_slug;tourney_round_name;match_id;round_order;match_order;match_time;match_duration;winner_name;winner_player_id;loser_name;loser_player_id;winner_sets_won;loser_sets_won;winner_games_won;loser_games_won;winner_tiebreaks_won;loser_tiebreaks_won;winner_aces;winner_double_faults;winner_first_serves_in;winner_first_serves_total;winner_service_points_won;winner_service_points_total;winner_first_serve_return_won;winner_first_serve_return_total;loser_aces;loser_double_faults;loser_first_serves_in;loser_first_serves_total;loser_service_points_won;loser_service_points_total;loser_first_serve_return_won;loser_first_serve_return_total
2017-520;roland-garros;Round of 64;2017-520-a678-ke17;6;15;02:36:00;156;Kevin Anderson;a678;Nick Kyrgios;ke17;3;1;23;14;0;0;21;8;65;112;76;112;29;85;16;9;85;122;72;122;9;65
2017-520;roland-garros;Round of 64;2017-520-e831-o376;6;28;02:02:00;122;Kyle Edmund;e831;Renzo Olivo;o376;3;0;19;9;0;0;1;3;49;80;55;80;21;57;2;4;57;92;49;92;11;49
2017-520;roland-garros;Round of 64;2017-520-pf39-bd20;6;13;02:08:00;128;Lucas Pouille;pf39;Thomaz Bellucci;bd20;3;0;19;9;1;0;5;7;67;102;64;102;18;48;3;8;48;86;45;86;19;67
2017-520;roland-garros;Round of 64;2017-520-c977-k776;6;7;01:38:00;98;Marin Cilic;c977;Konstantin Kravchuk;k776;3;0;18;7;0;0;11;5;44;72;56;72;20;57;5;2;57;83;45;83;2;44
2017-520;roland-garros;Round of 64;2017-520-r975-sc73;6;5;02:23:00;143;Milos Raonic;r975;Rogerio Dutra Silva;sc73;3;1;22;15;0;0;25;5;76;105;76;105;27;78;1;7;78;126;75;126;18;76
2017-520;roland-garros;Round of 64;2017-520-bg23-t840;6;26;02:38:00;158;Nikoloz Basilashvili;bg23;Viktor Troicki;t840;3;0;21;18;3;0;2;0;91;123;83;123;17;70;14;7;70;135;82;135;24;91
2017-520;roland-garros;Round of 64;2017-520-d643-sh90;6;2;02:07:00;127;Novak Djokovic;d643;Joao Sousa;sh90;3;0;18;8;0;0;2;1;51;88;59;88;18;46;2;2;46;83;43;83;10;51
2017-520;roland-garros;Round of 64;2017-520-cd85-da81;6;17;02:41:00;161;Pablo Carreno Busta;cd85;Taro Daniel;da81;3;1;23;15;0;0;15;2;80;125;80;125;28;81;5;3;81;126;70;126;27;80
2017-520;roland-garros;Round of 64;2017-520-c882-kc29;6;19;02:00:00;120;Pablo Cuevas;c882;Nicolas Kicker;kc29;3;0;18;12;0;0;2;3;54;92;57;92;18;52;3;4;52;80;48;80;17;54
2017-520;roland-garros;Round of 64;2017-520-n409-h756;6;4;01:49:00;109;Rafael Nadal;n409;Robin Haase;h756;3;0;18;8;0;0;4;1;46;66;52;66;19;51;6;4;51;80;46;80;11;46
2017-520;roland-garros;Round of 64;2017-520-g628-e224;6;21;01:44:00;104;Richard Gasquet;g628;Victor Estrella Burgos;e224;3;0;18;5;0;0;5;2;40;71;52;71;24;55;0;2;55;82;39;82;5;40
2017-520;roland-garros;Round of 64;2017-520-bd06-k926;6;14;02:55:00;175;Roberto Bautista Agut;bd06;Mikhail Kukushkin;k926;3;1;22;18;1;0;3;1;75;126;80;126;39;99;2;1;99;130;76;130;21;75
2017-520;roland-garros;Round of 64;2017-520-w367-d801;6;3;02:34:00;154;Stan Wawrinka;w367;Alexandr Dolgopolov;d801;3;0;20;15;1;0;16;5;70;116;80;116;20;71;6;1;71;110;70;110;18;70
2017-520;roland-garros;Round of 64;2017-520-j386-cg80;6;22;03:53:00;233;Steve Johnson;j386;Borna Coric;cg80;3;1;23;20;2;0;12;6;75;137;93;137;28;90;10;4;90;160;103;160;14;75
2017-520;roland-garros;Round of 128;2017-520-r772-ca99;7;19;03:06:00;186;Albert Ramos-Vinolas;r772;Marius Copil;ca99;3;1;24;14;0;1;4;2;66;109;76;109;20;68;8;5;68;134;73;134;17;66
2017-520;roland-garros;Round of 128;2017-520-d801-b884;7;42;02:10:00;130;Alexandr Dolgopolov;d801;Carlos Berlocq;b884;3;0;19;12;0;0;4;2;57;98;70;98;17;50;2;2;50;83;58;83;9;57
2017-520;roland-garros;Round of 128;2017-520-bh09-h940;7;35;01:59:00;119;Aljaz Bedene;bh09;Ryan Harrison;h940;3;1;21;11;0;0;12;0;36;81;61;81;16;45;8;6;45;91;50;91;6;36
2017-520;roland-garros;Round of 128;2017-520-sa93-g725;7;59;02:11:00;131;Andreas Seppi;sa93;Santiago Giraldo;g725;3;1;22;11;0;0;11;3;57;95;63;95;20;58;3;4;58;107;51;107;13;57
2017-520;roland-garros;Round of 128;2017-520-mc10-kb54;7;1;02:32:00;152;Andy Murray;mc10;Andrey Kuznetsov;kb54;3;1;22;12;0;0;2;2;57;98;63;98;23;52;6;4;52;102;47;102;16;57
2017-520;roland-garros;Round of 128;2017-520-bm95-mm58;7;38;02:27:00;147;Benjamin Bonzi;bm95;Daniil Medvedev;mm58;3;1;20;13;0;0;4;4;67;120;74;120;18;61;6;8;61;116;67;116;18;67
2017-520;roland-garros;Round of 128;2017-520-cg80-bk19;7;40;02:27:00;147;Borna Coric;cg80;Mathias Bourgue;bk19;3;0;19;11;1;0;4;1;58;98;72;98;16;52;8;1;52;91;57;91;13;58
2017-520;roland-garros;Round of 128;2017-520-f401-y124;7;30;04:27:00;267;David Ferrer;f401;Donald Young;y124;2;2;21;19;0;0;13;8;108;178;126;178;46;130;5;5;130;218;130;218;22;108
2017-520;roland-garros;Round of 128;2017-520-gb88-m850;7;10;01:50:00;110;David Goffin;gb88;Paul-Henri Mathieu;m850;3;0;18;6;0;0;12;2;42;73;56;73;22;51;1;3;51;85;43;85;7;42
2017-520;roland-garros;Round of 128;2017-520-i165-e873;7;48;01:58:00;118;Denis Istomin;i165;Ernesto Escobedo;e873;3;0;19;13;1;0;11;1;56;94;72;94;13;48;6;2;48;92;61;92;11;56
2017-520;roland-garros;Round of 128;2017-520-sm37-re44;7;58;03:30:00;210;Diego Schwartzman;sm37;Andrey Rublev;re44;3;2;27;26;0;1;3;4;102;149;90;149;29;84;4;7;84;163;99;163;35;102
2017-520;roland-garros;Round of 128;2017-520-tb69-ta46;7;6;01:20:00;80;Dominic Thiem;tb69;Bernard Tomic;ta46;3;0;18;6;0;0;11;1;33;60;48;60;19;49;3;2;49;80;40;80;4;33
2017-520;roland-garros;Round of 128;2017-520-f510-td51;7;28;02:45:00;165;Fabio Fognini;f510;Frances Tiafoe;td51;3;2;22;19;0;0;3;14;82;130;77;130;20;68;12;4;68;120;72;120;21;82
2017-520;roland-garros;Round of 128;2017-520-l397-f811;7;54;02:01:00;121;Feliciano Lopez;l397;Bjorn Fratangelo;f811;3;0;19;13;1;0;14;2;55;92;70;92;18;54;3;4;54;92;60;92;9;55
2017-520;roland-garros;Round of 128;2017-520-v306-z355;7;9;02:53:00;173;Fernando Verdasco;v306;Alexander Zverev;z355;3;1;21;16;0;0;0;5;89;128;73;128;34;84;8;5;84;127;68;127;36;89
2017-520;roland-garros;Round of 128;2017-520-mc65-ba65;7;15;01:30:00;90;Gael Monfils;mc65;Dustin Brown;ba65;3;0;19;9;0;0;2;3;62;86;59;86;16;40;5;9;40;90;47;90;16;62
2017-520;roland-garros;Round of 128;2017-520-d875-r612;7;11;01:49:00;109;Grigor Dimitrov;d875;Stephane Robert;r612;3;0;18;9;0;0;8;4;45;84;57;84;14;37;1;2;37;73;37;73;8;45
2017-520;roland-garros;Round of 128;2017-520-g476-ma30;7;26;03:27:00;207;Guillermo Garcia-Lopez;g476;Gilles Muller;ma30;3;1;25;17;1;1;17;4;65;119;92;119;22;83;22;13;83;148;91;148;8;65
2017-520;roland-garros;Round of 128;2017-520-z184-me82;7;64;02:12:00;132;Horacio Zeballos;z184;Adrian Mannarino;me82;3;0;19;12;0;0;4;1;56;91;57;91;25;54;6;3;54;83;43;83;17;56
2017-520;roland-garros;Round of 128;2017-520-ch27-q927;7;27;02:15:00;135;Hyeon Chung;ch27;Sam Querrey;q927;3;1;21;16;0;0;6;6;60;104;72;104;11;58;19;6;58;120;70;120;13;60
2017-520;roland-garros;Round of 128;2017-520-k336-te51;7;23;02:14:00;134;Ivo Karlovic;k336;Stefanos Tsitsipas;te51;3;0;20;15;1;0;10;3;63;93;72;93;12;59;8;6;59;116;74;116;10;63
2017-520;roland-garros;Round of 128;2017-520-ca12-a829;7;39;02:09:00;129;Jeremy Chardy;ca12;Radu Albot;a829;3;0;19;12;1;0;11;2;59;96;69;96;22;61;1;3;61;96;60;96;11;59
2017-520;roland-garros;Round of 128;2017-520-v708-sm25;7;14;02:41:00;161;Jiri Vesely;v708;Jack Sock;sm25;3;0;20;13;0;0;7;2;58;103;68;103;23;74;8;4;74;118;66;118;18;58
2017-520;roland-garros;Round of 128;2017-520-sh90-t742;7;60;03:08:00;188;Joao Sousa;sh90;Janko Tipsarevic;t742;3;1;23;16;1;0;6;5;79;137;81;137;27;70;6;0;70;134;73;134;25;79
2017-520;roland-garros;Round of 128;2017-520-i186-tc61;7;21;02:37:00;157;John Isner;i186;Jordan Thompson;tc61;3;1;23;18;1;0;31;3;86;129;90;129;23;78;9;2;78;117;78;117;18;86
2017-520;roland-garros;Round of 128;2017-520-d683-pc11;7;29;01:49:00;109;Juan Martin del Potro;d683;Guido Pella;pc11;3;0;18;7;0;0;13;2;48;67;52;67;23;55;3;1;55;88;48;88;9;48
2017-520;roland-garros;Round of 128;2017-520-ke29-j551;7;49;02:45:00;165;Karen Khachanov;ke29;Nicolas Jarry;j551;3;1;22;17;1;0;9;3;65;122;79;122;34;95;8;4;95;146;86;146;17;65
2017-520;roland-garros;Round of 128;2017-520-n552-kd46;7;8;03:02:00;182;Kei Nishikori;n552;Thanasi Kokkinakis;kd46;3;1;22;15;0;0;3;6;70;120;79;120;25;75;11;12;75;137;78;137;16;70
2017-520;roland-garros;Round of 128;2017-520-a678-j267;7;34;02:35:00;155;Kevin Anderson;a678;Malek Jaziri;j267;3;0;20;15;2;0;13;4;66;98;71;98;22;71;2;4;71;128;78;128;13;66
2017-520;roland-garros;Round of 128;2017-520-k776-d874;7;52;02:25:00;145;Konstantin Kravchuk;k776;Federico Delbonis;d874;3;0;19;13;1;0;7;4;74;115;80;115;15;54;5;3;54;97;68;97;14;74
2017-520;roland-garros;Round of 128;2017-520-e831-e698;7;44;01:46:00;106;Kyle Edmund;e831;Gastao Elias;e698;3;0;19;10;0;0;3;3;48;81;57;81;11;42;5;1;42;75;42;75;9;48
2017-520;roland-garros;Round of 128;2017-520-pf39-b747;7;16;03:21:00;201;Lucas Pouille;pf39;Julien Benneteau;b747;3;2;26;25;1;0;17;7;67;151;108;151;20;91;14;9;91;146;104;146;10;67
2017-520;roland-garros;Round of 128;2017-520-ta29-hb64;7;63;03:54:00;234;Marco Trungelliti;ta29;Quentin Halys;hb64;3;2;28;27;1;1;3;10;102;175;110;175;19;92;16;17;92;183;110;183;33;102
2017-520;roland-garros;Round of 128;2017-520-c977-g858;7;7;01:41:00;101;Marin Cilic;c977;Ernests Gulbis;g858;3;0;18;9;0;0;8;5;39;75;58;75;15;46;5;3;46;81;49;81;3;39
2017-520;roland-garros;Round of 128;2017-520-k966-lc12;7;51;03:39:00;219;Martin Klizan;k966;Laurent Lokoli;lc12;3;2;23;25;1;0;4;11;87;165;95;165;15;69;19;7;69;138;86;138;29;87
2017-520;roland-garros;Round of 128;2017-520-k926-sl08;7;53;01:47:00;107;Mikhail Kukushkin;k926;Tennys Sandgren;sl08;3;0;18;7;0;0;2;0;73;86;62;86;11;40;2;0;40;70;39;70;20;73
2017-520;roland-garros;Round of 128;2017-520-r975-d632;7;5;01:32:00;92;Milos Raonic;r975;Steve Darcis;d632;3;0;18;9;0;0;15;5;43;70;57;70;18;51;3;2;51;71;42;71;5;43
2017-520;roland-garros;Round of 128;2017-520-ke17-k435;7;18;01:51:00;111;Nick Kyrgios;ke17;Philipp Kohlschreiber;k435;3;0;19;12;1;0;20;4;68;97;71;97;9;48;6;4;48;85;58;85;13;68
2017-520;roland-garros;Round of 128;2017-520-a479-b837;7;33;03:15:00;195;Nicolas Almagro;a479;Marcos Baghdatis;b837;3;1;25;20;1;1;16;6;72;133;94;133;31;92;6;2;92;156;95;156;13;72
2017-520;roland-garros;Round of 128;2017-520-kc29-d923;7;50;02:13:00;133;Nicolas Kicker;kc29;Damir Dzumhur;d923;3;1;20;16;0;0;0;1;71;104;67;104;22;63;7;2;63;111;67;111;23;71
2017-520;roland-garros;Round of 128;2017-520-bg23-sd32;7;31;02:25:00;145;Nikoloz Basilashvili;bg23;Gilles Simon;sd32;3;1;19;13;0;0;0;4;77;104;57;104;19;45;0;3;45;105;51;105;32;77
2017-520;roland-garros;Round of 128;2017-520-d643-g710;7;2;02:27:00;147;Novak Djokovic;d643;Marcel Granollers;g710;3;0;18;9;0;0;5;1;58;87;54;87;23;56;5;0;56;102;49;102;22;58
2017-520;roland-garros;Round of 128;2017-520-cd85-mb02;7;20;01:36:00;96;Pablo Carreno Busta;cd85;Florian Mayer;mb02;3;0;18;8;0;0;9;3;42;75;53;75;21;55;3;2;55;99;51;99;8;42
2017-520;roland-garros;Round of 128;2017-520-c882-hb35;7;22;02:03:00;123;Pablo Cuevas;c882;Maxime Hamou;hb35;3;0;18;9;0;0;7;4;57;96;67;96;22;65;5;5;65;103;59;103;12;57
2017-520;roland-garros;Round of 128;2017-520-l503-be90;7;55;01:47:00;107;Paolo Lorenzi;l503;Ricardas Berankis;be90;3;0;18;6;0;0;8;2;49;79;56;79;28;54;2;2;54;87;43;87;12;49
2017-520;roland-garros;Round of 128;2017-520-h996-dc58;7;47;02:11:00;131;Pierre-Hugues Herbert;h996;Jared Donaldson;dc58;3;0;19;14;1;0;9;8;54;99;70;99;6;43;7;4;43;97;64;97;10;54
2017-520;roland-garros;Round of 128;2017-520-n409-pd31;7;4;01:52:00;112;Rafael Nadal;n409;Benoit Paire;pd31;3;0;18;6;0;0;1;2;42;66;45;66;20;40;0;2;40;82;36;82;14;42
2017-520;roland-garros;Round of 128;2017-520-o376-t786;7;12;03:31:00;211;Renzo Olivo;o376;Jo-Wilfried Tsonga;t786;3;1;25;20;0;1;0;3;110;162;99;162;35;107;4;5;107;164;99;164;37;110
2017-520;roland-garros;Round of 128;2017-520-g628-d981;7;24;02:10:00;130;Richard Gasquet;g628;Arthur De Greef;d981;3;1;21;12;0;0;7;2;50;97;63;97;18;53;4;4;53;98;51;98;12;50
2017-520;roland-garros;Round of 128;2017-520-bd06-mh30;7;17;02:14:00;134;Roberto Bautista Agut;bd06;John Millman;mh30;3;1;18;11;0;0;3;3;52;91;56;91;24;47;6;1;47;91;45;91;23;52
2017-520;roland-garros;Round of 128;2017-520-h756-dh58;7;46;01:36:00;96;Robin Haase;h756;Alex de Minaur;dh58;3;0;18;6;0;0;7;2;43;76;53;76;19;48;4;4;48;76;40;76;9;43
2017-520;roland-garros;Round of 128;2017-520-sc73-y061;7;43;04:11:00;251;Rogerio Dutra Silva;sc73;Mikhail Youzhny;y061;3;2;26;26;2;0;11;7;80;151;92;151;42;116;13;5;116;203;117;203;25;80
2017-520;roland-garros;Round of 128;2017-520-sc77-l575;7;61;02:07:00;127;Sergiy Stakhovsky;sc77;Yen-Hsun Lu;l575;3;0;19;13;1;0;16;3;53;92;70;92;17;60;4;5;60;99;66;99;6;53
2017-520;roland-garros;Round of 128;2017-520-ba98-m873;7;37;01:47:00;107;Simone Bolelli;ba98;Nicolas Mahut;m873;3;0;18;8;0;0;4;0;58;74;55;74;16;48;6;2;48;85;46;85;16;58
2017-520;roland-garros;Round of 128;2017-520-w367-kc04;7;3;01:57:00;117;Stan Wawrinka;w367;Jozef Kovalik;kc04;3;0;19;11;1;0;2;1;50;98;68;98;14;42;6;2;42;92;54;92;15;50
2017-520;roland-garros;Round of 128;2017-520-n679-z168;7;32;02:42:00;162;Stefano Napolitano;n679;Mischa Zverev;z168;3;1;23;15;0;0;6;5;65;110;72;110;31;86;8;3;86;124;68;124;19;65
2017-520;roland-garros;Round of 128;2017-520-j386-se73;7;25;03:34:00;214;Steve Johnson;j386;Yuichi Sugita;se73;3;2;30;23;0;2;13;9;82;155;100;155;36;104;5;6;104;169;101;169;21;82
2017-520;roland-garros;Round of 128;2017-520-da81-j397;7;41;02:24:00;144;Taro Daniel;da81;Jerzy Janowicz;j397;3;0;18;12;0;0;8;0;64;91;65;91;21;68;13;6;68;102;59;102;16;64
2017-520;roland-garros;Round of 128;2017-520-mj08-mp20;7;56;03:43:00;223;Thiago Monteiro;mj08;Alexandre Muller;mp20;3;2;26;24;2;0;5;8;93;155;98;155;30;94;4;5;94;162;95;162;26;93
2017-520;roland-garros;Round of 128;2017-520-bd20-l987;7;36;02:58:00;178;Thomaz Bellucci;bd20;Dusan Lajovic;l987;3;1;23;19;0;0;9;10;86;129;83;129;35;92;7;1;92;145;83;145;21;86
2017-520;roland-garros;Round of 128;2017-520-ba47-sl28;7;13;02:32:00;152;Tomas Berdych;ba47;Jan-Lennard Struff;sl28;3;1;22;12;0;0;5;3;62;104;68;104;17;55;8;8;55;127;67;127;15;62
2017-520;roland-garros;Round of 128;2017-520-r419-e687;7;57;02:27:00;147;Tommy Robredo;r419;Daniel Evans;e687;3;1;23;15;0;0;6;2;65;100;66;100;21;65;2;10;65;112;58;112;21;65
2017-520;roland-garros;Round of 128;2017-520-e224-g681;7;45;04:20:00;260;Victor Estrella Burgos;e224;Teymuraz Gabashvili;g681;3;2;27;24;1;1;9;7;142;192;121;192;31;99;13;5;99;168;107;168;49;142
2017-520;roland-garros;Round of 128;2017-520-t840-d864;7;62;02:17:00;137;Viktor Troicki;t840;Evgeny Donskoy;d864;3;0;19;10;1;0;6;4;72;129;83;129;11;39;4;2;39;81;48;81;16;72
2017-520;roland-garros;3rd Round Qualifying;2017-520-d981-mn20;8;10;01:26:00;86;Arthur De Greef;d981;Daniel Masur;mn20;2;0;12;7;0;0;5;0;27;52;34;52;24;55;2;5;55;80;40;80;6;27
2017-520;roland-garros;3rd Round Qualifying;2017-520-f811-mi43;8;7;02:38:00;158;Bjorn Fratangelo;f811;Gerald Melzer;mi43;2;1;19;19;2;0;9;3;86;128;81;128;23;62;6;4;62;108;70;108;28;86
2017-520;roland-garros;3rd Round Qualifying;2017-520-pc11-j620;8;6;02:26:00;146;Guido Pella;pc11;Maxime Janvier;j620;2;1;18;11;0;1;0;1;70;88;60;88;31;74;0;1;74;111;62;111;23;70
2017-520;roland-garros;3rd Round Qualifying;2017-520-kc04-gb93;8;3;01:49:00;109;Jozef Kovalik;kc04;Norbert Gombos;gb93;2;1;13;13;0;0;2;4;50;86;48;86;14;42;5;7;42;85;48;85;21;50
2017-520;roland-garros;3rd Round Qualifying;2017-520-ta29-da67;8;15;01:51:00;111;Marco Trungelliti;ta29;Matteo Donati;da67;2;0;14;11;1;0;3;5;54;91;56;91;22;66;2;1;66;93;54;93;19;54
2017-520;roland-garros;3rd Round Qualifying;2017-520-ca99-g967;8;1;02:35:00;155;Marius Copil;ca99;Peter Gojowczyk;g967;2;1;19;17;1;1;4;3;75;123;80;123;15;61;5;7;61;113;71;113;21;75
2017-520;roland-garros;3rd Round Qualifying;2017-520-hb35-q941;8;12;01:06:00;66;Maxime Hamou;hb35;Roberto Quiroz;q941;2;0;13;5;0;0;0;1;46;65;39;65;17;28;2;2;28;44;18;44;17;46
2017-520;roland-garros;3rd Round Qualifying;2017-520-j551-o522;8;13;01:49:00;109;Nicolas Jarry;j551;Reilly Opelka;o522;2;1;16;15;1;0;13;4;67;92;67;92;10;55;14;3;55;98;70;98;12;67
2017-520;roland-garros;3rd Round Qualifying;2017-520-m850-kb09;8;8;01:35:00;95;Paul-Henri Mathieu;m850;Denis Kudla;kb09;2;0;12;7;0;0;2;2;42;70;47;70;12;34;8;3;34;71;41;71;12;42
2017-520;roland-garros;3rd Round Qualifying;2017-520-g725-a887;8;5;01:16:00;76;Santiago Giraldo;g725;Guido Andreozzi;a887;2;0;12;5;0;0;3;1;22;52;37;52;7;23;1;0;23;40;24;40;5;22
2017-520;roland-garros;3rd Round Qualifying;2017-520-sc77-sk67;8;9;02:18:00;138;Sergiy Stakhovsky;sc77;Jan Satral;sk67;2;1;16;14;1;0;4;1;54;97;60;97;16;51;5;3;51;99;56;99;17;54
2017-520;roland-garros;3rd Round Qualifying;2017-520-ba98-cf01;8;4;01:19:00;79;Simone Bolelli;ba98;Marco Cecchinato;cf01;2;0;12;8;0;0;2;0;44;53;41;53;18;50;1;3;50;69;42;69;9;44
2017-520;roland-garros;3rd Round Qualifying;2017-520-n679-bk92;8;14;02:14:00;134;Stefano Napolitano;n679;Alexander Bublik;bk92;2;1;18;13;0;1;2;4;63;112;64;112;19;59;12;11;59;109;57;109;25;63
2017-520;roland-garros;3rd Round Qualifying;2017-520-te51-o449;8;16;01:11:00;71;Stefanos Tsitsipas;te51;Oscar Otte;o449;2;0;12;5;0;0;0;2;35;66;41;66;14;29;1;2;29;48;21;48;9;35
2017-520;roland-garros;3rd Round Qualifying;2017-520-da81-re44;8;2;02:58:00;178;Taro Daniel;da81;Andrey Rublev;re44;2;1;20;18;1;1;0;4;69;116;65;116;20;69;4;3;69;118;67;118;31;69
2017-520;roland-garros;3rd Round Qualifying;2017-520-g681-s483;8;11;02:11:00;131;Teymuraz Gabashvili;g681;Pedro Sousa;s483;2;1;17;14;1;0;6;6;55;96;60;96;28;79;2;6;79;105;57;105;16;55
2017-520;roland-garros;2nd Round Qualifying;2017-520-bk92-pb22;9;17;01:50:00;110;Alexander Bublik;bk92;Peter Polansky;pb22;2;1;15;16;1;0;12;10;58;95;60;95;12;59;1;2;59;100;62;100;16;58
2017-520;roland-garros;2nd Round Qualifying;2017-520-re44-be67;9;11;01:59:00;119;Andrey Rublev;re44;Mirza Basic;be67;2;1;17;13;0;0;6;3;44;88;59;88;17;50;1;2;50;99;57;99;14;44
2017-520;roland-garros;2nd Round Qualifying;2017-520-d981-g585;9;19;02:07:00;127;Arthur De Greef;d981;Maximo Gonzalez;g585;2;1;16;12;1;0;5;5;47;92;57;92;20;61;4;0;61;90;52;90;12;47
2017-520;roland-garros;2nd Round Qualifying;2017-520-f811-ka98;9;21;01:29:00;89;Bjorn Fratangelo;f811;Bradley Klahn;ka98;2;0;13;10;1;0;1;0;41;73;54;73;6;31;3;3;31;74;50;74;9;41
2017-520;roland-garros;2nd Round Qualifying;2017-520-mn20-kb05;9;25;01:04:00;64;Daniel Masur;mn20;Filip Krajinovic;kb05;2;0;12;6;0;0;1;2;40;48;33;48;18;42;1;1;42;53;29;53;9;40
2017-520;roland-garros;2nd Round Qualifying;2017-520-kb09-o408;9;24;01:16:00;76;Denis Kudla;kb09;Ricardo Ojeda Lara;o408;2;0;12;7;0;0;0;2;37;58;34;58;13;33;1;1;33;64;31;64;11;37
2017-520;roland-garros;2nd Round Qualifying;2017-520-mi43-me31;9;8;01:03:00;63;Gerald Melzer;mi43;Vincent Millot;me31;2;0;12;3;0;0;4;1;31;50;34;50;13;27;0;1;27;43;18;43;10;31
